/home/hmoss/datasets/w0166.png,,,,,
/home/hmoss/datasets/y0002.png,112,203,121,213,ship
/home/hmoss/datasets/m0060.png,265,450,277,462,ship
/home/hmoss/datasets/y0024.png,346,389,353,399,ship
/home/hmoss/datasets/y0034.png,338,45,354,66,ship
/home/hmoss/datasets/w0891.png,,,,,
/home/hmoss/datasets/y0013.png,105,293,114,302,ship
/home/hmoss/datasets/c1079.png,,,,,
/home/hmoss/datasets/w0457.png,,,,,
/home/hmoss/datasets/s1000.png,383,273,399,296,ship
/home/hmoss/datasets/y0015.png,290,121,302,137,ship
/home/hmoss/datasets/s0011.png,458,390,470,416,ship
/home/hmoss/datasets/m0139.png,359,94,370,103,ship
/home/hmoss/datasets/c0397.png,,,,,
/home/hmoss/datasets/m0024.png,103,110,119,144,ship
/home/hmoss/datasets/s0241.png,179,194,211,252,ship
/home/hmoss/datasets/c0494.png,,,,,
/home/hmoss/datasets/w0490.png,,,,,
/home/hmoss/datasets/m0120.png,288,272,304,286,ship
/home/hmoss/datasets/x0990.png,147,433,153,439,ship
/home/hmoss/datasets/x0552.png,118,398,122,407,ship
/home/hmoss/datasets/c0121.png,,,,,
/home/hmoss/datasets/c0024.png,,,,,
/home/hmoss/datasets/x1015.png,67,411,77,427,ship
/home/hmoss/datasets/c0480.png,,,,,
/home/hmoss/datasets/c1094.png,,,,,
/home/hmoss/datasets/c0382.png,,,,,
/home/hmoss/datasets/m0201.png,247,94,263,117,ship
/home/hmoss/datasets/x1024.png,466,412,470,417,ship
/home/hmoss/datasets/y0047.png,409,5,432,25,ship
/home/hmoss/datasets/m0189.png,302,382,313,405,ship
/home/hmoss/datasets/w0132.png,,,,,
/home/hmoss/datasets/x0161.png,287,452,296,458,ship
/home/hmoss/datasets/x0124.png,344,275,348,279,ship
/home/hmoss/datasets/m0252.png,245,121,251,130,ship
/home/hmoss/datasets/x0145.png,407,96,413,104,ship
/home/hmoss/datasets/w1002.png,,,,,
/home/hmoss/datasets/m0223.png,194,77,203,87,ship
/home/hmoss/datasets/m0160.png,9,23,32,46,ship
/home/hmoss/datasets/c0531.png,,,,,
/home/hmoss/datasets/s0809.png,101,269,112,292,ship
/home/hmoss/datasets/m0132.png,306,359,322,373,ship
/home/hmoss/datasets/s0203.png,133,202,145,217,ship
/home/hmoss/datasets/x0194.png,220,390,224,393,ship
/home/hmoss/datasets/x0708.png,277,118,290,125,ship
/home/hmoss/datasets/m0240.png,105,57,128,73,ship
/home/hmoss/datasets/x0876.png,412,195,418,203,ship
/home/hmoss/datasets/m0189.png,185,22,197,37,ship
/home/hmoss/datasets/m0112.png,439,89,446,96,ship
/home/hmoss/datasets/x0841.png,38,296,43,304,ship
/home/hmoss/datasets/m0044.png,240,437,254,450,ship
/home/hmoss/datasets/w0255.png,,,,,
/home/hmoss/datasets/x0362.png,178,412,184,420,ship
/home/hmoss/datasets/m0194.png,14,153,21,165,ship
/home/hmoss/datasets/c0511.png,,,,,
/home/hmoss/datasets/s0022.png,240,125,263,146,ship
/home/hmoss/datasets/w0838.png,,,,,
/home/hmoss/datasets/y0037.png,389,274,402,304,ship
/home/hmoss/datasets/m0203.png,414,441,455,478,ship
/home/hmoss/datasets/w0051.png,,,,,
/home/hmoss/datasets/x0880.png,340,471,348,483,ship
/home/hmoss/datasets/y0056.png,448,217,468,231,ship
/home/hmoss/datasets/x1028.png,1,463,21,475,ship
/home/hmoss/datasets/c0647.png,,,,,
/home/hmoss/datasets/y0012.png,69,299,78,309,ship
/home/hmoss/datasets/m0031.png,359,475,386,494,ship
/home/hmoss/datasets/m0235.png,439,418,448,427,ship
/home/hmoss/datasets/w0552.png,,,,,
/home/hmoss/datasets/m0132.png,137,320,155,345,ship
/home/hmoss/datasets/m0084.png,384,459,393,475,ship
/home/hmoss/datasets/c0935.png,,,,,
/home/hmoss/datasets/y0048.png,295,250,306,261,ship
/home/hmoss/datasets/y0024.png,338,167,347,181,ship
/home/hmoss/datasets/x0712.png,364,406,377,414,ship
/home/hmoss/datasets/m0191.png,265,427,281,475,ship
/home/hmoss/datasets/x0910.png,139,91,149,103,ship
/home/hmoss/datasets/c0156.png,,,,,
/home/hmoss/datasets/w0540.png,,,,,
/home/hmoss/datasets/x0433.png,229,438,243,450,ship
/home/hmoss/datasets/s0164.png,446,292,457,318,ship
/home/hmoss/datasets/w0024.png,,,,,
/home/hmoss/datasets/c0345.png,,,,,
/home/hmoss/datasets/x0290.png,42,470,47,475,ship
/home/hmoss/datasets/m0087.png,121,27,128,37,ship
/home/hmoss/datasets/c0549.png,,,,,
/home/hmoss/datasets/w0566.png,,,,,
/home/hmoss/datasets/m0039.png,389,117,405,133,ship
/home/hmoss/datasets/c1018.png,,,,,
/home/hmoss/datasets/s0987.png,58,93,93,140,ship
/home/hmoss/datasets/s0607.png,66,137,81,164,ship
/home/hmoss/datasets/c0421.png,,,,,
/home/hmoss/datasets/c1017.png,,,,,
/home/hmoss/datasets/y0028.png,107,119,121,133,ship
/home/hmoss/datasets/c1064.png,,,,,
/home/hmoss/datasets/c0561.png,,,,,
/home/hmoss/datasets/x0912.png,263,147,270,166,ship
/home/hmoss/datasets/s0898.png,274,278,289,297,ship
/home/hmoss/datasets/m0031.png,274,302,304,336,ship
/home/hmoss/datasets/s0148.png,491,463,504,485,ship
/home/hmoss/datasets/x0571.png,20,99,24,102,ship
/home/hmoss/datasets/m0024.png,416,192,446,210,ship
/home/hmoss/datasets/c0803.png,,,,,
/home/hmoss/datasets/x0421.png,102,179,108,192,ship
/home/hmoss/datasets/y0026.png,293,142,304,151,ship
/home/hmoss/datasets/c0580.png,,,,,
/home/hmoss/datasets/m0189.png,393,128,405,146,ship
/home/hmoss/datasets/x0028.png,57,35,81,60,ship
/home/hmoss/datasets/m0018.png,160,343,178,359,ship
/home/hmoss/datasets/c0463.png,,,,,
/home/hmoss/datasets/m0087.png,50,14,59,27,ship
/home/hmoss/datasets/c0762.png,,,,,
/home/hmoss/datasets/s0118.png,270,166,274,173,ship
/home/hmoss/datasets/c1029.png,,,,,
/home/hmoss/datasets/x0941.png,320,133,329,157,ship
/home/hmoss/datasets/w0410.png,,,,,
/home/hmoss/datasets/x0628.png,453,414,465,423,ship
